Num	Loc	Z 3.5	Z 4.4144	Z 5.3288	Z 6.2432	Z 7.1576	Z 8.072	Z 8.9864	Z 9.9008	Z 10.8152	Z 11.7296	Z 12.644
1401	1447.60839999995	915.4914	915.4508	915.3777	915.2449	915.0898	915.1271	915.2073	915.192	915.1938	915.2338	915.2883
1402	1448.52279999995	915.4808	915.4543	915.376	915.2615	915.1134	915.1533	915.1614	915.1877	915.1877	915.2277	915.3002
1403	1449.43719999995	915.4774	915.4313	915.3867	915.2343	915.096	915.1672	915.1523	915.2028	915.2067	915.2195	915.2761
1404	1450.35159999995	915.4573	915.4135	915.3422	915.2123	915.1113	915.1448	915.1605	915.1686	915.1629	915.1854	915.2574
1405	1451.26599999995	915.4509	915.4044	915.3415	915.2068	915.1074	915.1049	915.1077	915.1305	915.1485	915.168	915.2318
1406	1452.18039999995	915.4524	915.414	915.3442	915.2184	915.109	915.112	915.1169	915.1453	915.1491	915.179	915.2177
1407	1453.09479999995	915.4575	915.4216	915.3432	915.2212	915.0934	915.1285	915.152	915.1566	915.162	915.1917	915.2327
1408	1454.00919999995	915.4509	915.4161	915.3523	915.2119	915.1268	915.0982	915.1614	915.1517	915.1315	915.1729	915.2258
1409	1454.92359999995	915.4404	915.4063	915.3281	915.1827	915.0835	915.0952	915.1207	915.1228	915.12	915.1358	915.1718
1410	1455.83799999995	915.4236	915.4106	915.3254	915.189	915.0844	915.0736	915.0847	915.1129	915.1027	915.1205	915.1307
1411	1456.75239999995	915.4167	915.3976	915.3192	915.1709	915.0554	915.0494	915.0563	915.0627	915.1012	915.1124	915.1218
1412	1457.66679999995	915.4166	915.3998	915.3029	915.1914	915.0598	915.054	915.0765	915.0745	915.1025	915.1015	915.1149
1413	1458.58119999995	915.3981	915.3824	915.2899	915.156	915.0612	915.0247	915.0455	915.0253	915.0479	915.0595	915.0818
1414	1459.49559999995	915.3984	915.3838	915.288	915.1772	915.046	915.0273	915.0146	915.0333	915.0462	915.0428	915.068
1415	1460.40999999995	915.3951	915.391	915.2806	915.174	915.0748	915.0071	914.981	914.9914	914.9874	915.0024	915.0732
1416	1461.32439999995	915.3913	915.3937	915.3071	915.1561	915.0361	915.0012	914.9923	914.9798	915.0034	915.024	915.1097
1417	1462.23879999995	915.3873	915.3828	915.2823	915.1286	915.0314	914.9988	914.9489	914.963	914.9544	915.0093	915.1299
1418	1463.15319999995	915.3757	915.3755	915.2876	915.1147	915.0022	914.9448	914.9449	914.9423	914.9521	914.9722	915.1074
1419	1464.06759999995	915.3843	915.3826	915.2996	915.1395	915.0138	914.9254	914.9255	914.9439	914.9534	914.9877	915.1263
1420	1464.98199999995	915.3892	915.3864	915.3116	915.1806	915.0306	914.9077	914.907	914.9302	914.98	915.0033	915.1422
1421	1465.89639999995	915.3791	915.3799	915.3005	915.1439	914.9716	914.8918	914.8896	914.926	914.9908	915.0164	915.1226
1422	1466.81079999995	915.3734	915.3704	915.2814	915.1588	914.9483	914.8655	914.8782	914.9156	914.9699	915.0228	915.1316
1423	1467.72519999995	915.3629	915.3634	915.2775	915.1274	914.9593	914.8284	914.8389	914.9105	914.9684	915.0242	915.126
1424	1468.63959999995	915.3633	915.3642	915.2904	915.1375	914.9642	914.7928	914.8636	914.8988	914.9926	915.0238	915.1377
1425	1469.55399999995	915.3537	915.3552	915.2744	915.1372	915.0739	914.7111	914.8692	914.8754	915.0005	915.0565	915.1758
1426	1470.46839999995	915.3486	915.3484	915.2798	915.1477	915.0479	914.7177	914.7618	914.8829	914.9496	915.0558	915.1575
1427	1471.38279999995	915.3345	915.341	915.2817	915.1533	914.9986	914.6864	914.7405	914.8638	914.9531	915.0499	915.1479
1428	1472.29719999995	915.3382	915.338	915.2813	915.2082	914.9082	914.6082	914.6964	914.8303	914.9681	915.0595	915.1609
1429	1473.21159999995	915.3357	915.3337	915.2935	915.22	914.8883	914.5566	914.7103	914.8649	914.9653	915.0663	915.1699
1430	1474.12599999994	915.3322	915.3319	915.2794	915.2142	914.9155	914.6169	914.7887	914.9258	915.0015	915.0632	915.1737
1431	1475.04039999994	915.3235	915.3232	915.2837	915.2282	915.135	914.8463	914.8748	914.9324	914.9965	915.0477	915.1658
1432	1475.95479999994	915.3194	915.3224	915.3061	915.2359	915.1404	914.9039	914.9472	914.9705	914.9871	915.0493	915.1959
1433	1476.86919999994	915.3082	915.3117	915.2864	915.236	915.0876	914.9732	914.9679	914.9667	914.9679	915.043	915.1884
1434	1477.78359999994	915.2988	915.3039	915.2874	915.2307	915.0864	915.052	914.9717	914.9626	914.9732	915.0413	915.1519
1435	1478.69799999994	915.2975	915.2955	915.2902	915.2532	915.1273	915.0438	914.9789	914.9734	914.9774	915.041	915.1598
1436	1479.61239999994	915.2964	915.2803	915.2581	915.2286	915.1429	915.0502	914.9808	914.9753	914.9798	915.0596	915.1707
1437	1480.52679999994	915.2939	915.2684	915.2648	915.2118	915.0974	915.0585	914.988	914.9804	914.9915	915.0508	915.1617
1438	1481.44119999994	915.2856	915.2592	915.2488	915.1799	915.0817	915.0533	914.9642	914.9593	914.9754	915.0149	915.157
1439	1482.35559999994	915.2762	915.2551	915.2278	915.148	915.0529	915.0194	914.9523	914.9521	914.9628	915.0295	915.075
1440	1483.26999999994	915.2733	915.2633	915.2051	915.1183	915.0159	914.9676	914.958	914.9393	914.9319	914.9957	915.0594
1441	1484.18439999994	915.2618	915.2534	915.197	915.0849	914.9628	914.9114	914.9001	914.9096	914.9212	914.9665	915.0455
1442	1485.09879999994	915.2518	915.2422	915.1821	915.0797	914.943	914.878	914.8713	914.8953	914.9056	914.9161	914.9974
1443	1486.01319999994	915.2477	915.2333	915.1754	915.0419	914.9358	914.8683	914.8683	914.8473	914.8686	914.8885	914.9504
1444	1486.92759999994	915.235	915.2266	915.1439	915.0263	914.9048	914.8333	914.8188	914.8107	914.8287	914.8349	914.9125
1445	1487.84199999994	915.2358	915.227	915.1663	915.037	914.8666	914.8344	914.8014	914.8163	914.8126	914.8232	914.8858
1446	1488.75639999994	915.2338	915.2133	915.1367	915.0451	914.91	914.8267	914.83	914.8242	914.8135	914.8253	914.8802
1447	1489.67079999994	915.2306	915.2003	915.1589	915.0474	914.9336	914.8491	914.8223	914.8091	914.8024	914.8439	914.8436
1448	1490.58519999994	915.2253	915.1909	915.1489	915.0285	914.9155	914.8383	914.8165	914.8135	914.7723	914.7965	914.8164
1449	1491.49959999994	915.2133	915.1764	915.1456	915.011	914.9061	914.8297	914.7839	914.7814	914.7298	914.7449	914.7828
1450	1492.41399999994	915.2139	915.1735	915.1147	915.0125	914.9094	914.8445	914.7799	914.7567	914.7407	914.7502	914.774
1451	1493.32839999994	915.2078	915.1703	915.1216	915.024	914.8984	914.8094	914.7473	914.7473	914.7248	914.7412	914.7495
1452	1494.24279999994	915.1982	915.1597	915.0981	915.0107	914.8378	914.7847	914.7338	914.6862	914.6974	914.7267	914.7413
1453	1495.15719999994	915.1904	915.1619	915.0737	914.9741	914.8585	914.7816	914.7246	914.6896	914.6842	914.6951	914.718
1454	1496.07159999994	915.1901	915.1649	915.0823	914.9846	914.8539	914.7822	914.7139	914.6899	914.6771	914.7014	914.7123
1455	1496.98599999994	915.1887	915.1685	915.1251	914.9864	914.8466	914.756	914.7143	914.6843	914.6811	914.6991	914.7207
1456	1497.90039999994	915.1772	915.1763	915.0786	914.9605	914.8146	914.7039	914.7021	914.6569	914.6555	914.6541	914.7044
1457	1498.81479999994	915.1659	915.1552	915.067	914.9513	914.8073	914.7169	914.6547	914.6219	914.6198	914.6426	914.6597
1458	1499.72919999994	915.155	915.1354	915.0673	914.9351	914.7729	914.7021	914.6392	914.601	914.5902	914.6141	914.6378
1459	1500.64359999994	915.1499	915.144	915.058	914.9261	914.7802	914.6431	914.5765	914.5721	914.5824	914.5873	914.5777
1460	1501.55799999994	915.1464	915.1164	915.0646	914.9177	914.8054	914.6296	914.576	914.5606	914.5654	914.562	914.6088
1461	1502.47239999994	915.1373	915.1082	915.0559	914.9082	914.7793	914.5817	914.5648	914.5408	914.5531	914.509	914.5481
1462	1503.38679999994	915.1328	915.1224	915.0661	914.8895	914.6988	914.6106	914.5388	914.5381	914.5436	914.5322	914.5253
1463	1504.30119999994	915.1292	915.1307	915.0553	914.9214	914.7796	914.5695	914.5444	914.5381	914.5421	914.5056	914.5619
1464	1505.21559999994	915.1252	915.1215	915.0549	914.9138	914.7762	914.5828	914.5303	914.5438	914.5201	914.5149	914.5562
1465	1506.12999999994	915.1129	915.0821	915.052	914.8651	914.7336	914.5726	914.5118	914.4989	914.4893	914.4847	914.5422
1466	1507.04439999994	915.1092	915.0845	915.0443	914.9048	914.7542	914.6028	914.5139	914.4946	914.5023	914.4915	914.556
1467	1507.95879999994	915.1122	915.0891	915.0388	914.9346	914.7504	914.596	914.5175	914.5083	914.5011	914.5057	914.5522
1468	1508.87319999994	915.1063	915.0811	915.0593	914.8984	914.7004	914.601	914.5419	914.4914	914.4797	914.4775	914.5317
1469	1509.78759999994	915.0953	915.0651	915.0353	914.842	914.7056	914.5885	914.4868	914.4819	914.478	914.473	914.4702
1470	1510.70199999994	915.0841	915.0626	915.0162	914.8151	914.6908	914.5405	914.4625	914.4496	914.4495	914.4411	914.4754
1471	1511.61639999994	915.0791	915.0501	914.9874	914.8388	914.7319	914.6106	914.4581	914.4461	914.4442	914.4248	914.4427
1472	1512.53079999994	915.0789	915.0574	915.0065	914.854	914.723	914.5715	914.4829	914.4424	914.4683	914.4102	914.4509
1473	1513.44519999994	915.0792	915.0622	914.9568	914.8494	914.7307	914.5832	914.4879	914.4594	914.4794	914.4783	914.494
1474	1514.35959999994	915.0732	915.0363	914.9785	914.8431	914.712	914.5247	914.4686	914.4659	914.4744	914.4736	914.4625
1475	1515.27399999994	915.0659	915.0378	914.9631	914.835	914.6971	914.5161	914.4626	914.4515	914.4399	914.4644	914.4664
1476	1516.18839999994	915.0515	915.0439	914.9442	914.7933	914.6412	914.5018	914.4282	914.4309	914.4339	914.418	914.4089
1477	1517.10279999994	915.0472	915.0499	914.9321	914.8032	914.631	914.5094	914.4232	914.4296	914.4388	914.4225	914.3983
1478	1518.01719999994	915.0405	915.0167	914.9236	914.8045	914.6202	914.528	914.4325	914.4219	914.416	914.3898	914.3964
1479	1518.93159999994	915.0315	915.0024	914.9219	914.765	914.6635	914.5217	914.415	914.4099	914.4244	914.4117	914.3543
1480	1519.84599999994	915.0196	914.9965	914.9055	914.73	914.6993	914.4757	914.4261	914.3965	914.4066	914.3696	914.3334
1481	1520.76039999994	915.0172	915.01	914.9067	914.7344	914.6199	914.4965	914.398	914.3755	914.3809	914.371	914.3647
1482	1521.67479999994	915.0093	915.0062	914.9247	914.7796	914.6215	914.4576	914.3973	914.3751	914.3714	914.3407	914.3475
1483	1522.58919999994	915.003	914.9894	914.9186	914.725	914.5737	914.4266	914.3762	914.3686	914.3571	914.3209	914.3208
1484	1523.50359999994	914.9927	914.9921	914.9011	914.7354	914.5502	914.4099	914.3624	914.3493	914.3245	914.3319	914.3054
1485	1524.41799999994	914.9908	914.9857	914.8646	914.6875	914.6124	914.4255	914.3483	914.3293	914.325	914.3115	914.3271
1486	1525.33239999994	914.9835	914.9611	914.8922	914.6918	914.6281	914.3924	914.3466	914.3318	914.3054	914.3296	914.326
1487	1526.24679999994	914.9713	914.9431	914.8701	914.7227	914.6247	914.4078	914.3214	914.3196	914.2939	914.2535	914.2582
1488	1527.16119999994	914.9705	914.9548	914.8811	914.7132	914.5671	914.3864	914.3148	914.3074	914.3021	914.3096	914.2802
1489	1528.07559999994	914.9703	914.966	914.8314	914.6774	914.6089	914.402	914.3624	914.302	914.3206	914.302	914.2748
1490	1528.98999999994	914.9566	914.9598	914.851	914.6811	914.5887	914.4277	914.3273	914.2955	914.2776	914.309	914.2807
1491	1529.90439999994	914.9454	914.9332	914.8517	914.677	914.5259	914.4117	914.3197	914.2491	914.2592	914.2746	914.2358
1492	1530.81879999994	914.9363	914.9122	914.8112	914.66	914.5617	914.4172	914.2574	914.258	914.2342	914.2443	914.2405
1493	1531.73319999994	914.9269	914.8993	914.8302	914.6721	914.5493	914.3714	914.3076	914.2751	914.247	914.2047	914.1971
1494	1532.64759999994	914.9179	914.8991	914.824	914.6523	914.5593	914.3527	914.338	914.2724	914.2338	914.2259	914.2362
1495	1533.56199999994	914.9095	914.8849	914.8173	914.6393	914.5347	914.36	914.3043	914.2429	914.2137	914.2079	914.193
1496	1534.47639999994	914.9009	914.8762	914.816	914.6329	914.5231	914.3961	914.2834	914.2387	914.1825	914.2036	914.168
1497	1535.39079999994	914.8945	914.8647	914.7975	914.6273	914.5031	914.3536	914.2494	914.212	914.191	914.1887	914.1696
1498	1536.30519999994	914.9028	914.878	914.8152	914.6285	914.5401	914.4102	914.2545	914.2148	914.2294	914.2268	914.1986
1499	1537.21959999994	914.8914	914.8826	914.7769	914.621	914.5227	914.3327	914.2735	914.2002	914.2151	914.2087	914.1997
1500	1538.13399999994	914.874	914.8657	914.7595	914.605	914.4959	914.3188	914.1981	914.1688	914.1558	914.1633	914.1252
1501	1539.04839999994	914.8653	914.8363	914.7322	914.5743	914.4602	914.3215	914.1744	914.1385	914.131	914.1066	914.1238
1502	1539.96279999994	914.8652	914.8373	914.7621	914.5745	914.4667	914.2977	914.1909	914.1562	914.1207	914.1602	914.1553
1503	1540.87719999994	914.8734	914.8538	914.7451	914.6175	914.4806	914.2896	914.2097	914.1793	914.1661	914.1724	914.1754
1504	1541.79159999994	914.8624	914.8275	914.7477	914.5839	914.4378	914.258	914.1832	914.1454	914.1537	914.1291	914.1157
1505	1542.70599999994	914.8677	914.8405	914.7433	914.5897	914.4464	914.3085	914.1951	914.1793	914.1379	914.1217	914.116
1506	1543.62039999994	914.86	914.8358	914.7618	914.5836	914.4321	914.325	914.1543	914.1603	914.1647	914.144	914.1252
1507	1544.53479999994	914.848	914.8309	914.7239	914.5704	914.4373	914.2882	914.1702	914.1506	914.1372	914.1397	914.0848
1508	1545.44919999994	914.8331	914.8109	914.7195	914.541	914.4478	914.258	914.1324	914.1182	914.107	914.1093	914.0742
1509	1546.36359999994	914.8331	914.7944	914.713	914.5681	914.4172	914.2637	914.1507	914.1238	914.1271	914.1208	914.0912
1510	1547.27799999994	914.8261	914.795	914.7224	914.5784	914.3706	914.2366	914.1263	914.1175	914.1188	914.1049	914.085
1511	1548.19239999994	914.8258	914.7995	914.7	914.5389	914.3713	914.2512	914.1134	914.1118	914.1298	914.1313	914.1242
1512	1549.10679999994	914.8227	914.7865	914.6922	914.5516	914.3242	914.1821	914.1318	914.114	914.1148	914.0806	914.0872
1513	1550.02119999994	914.8085	914.7683	914.6919	914.5494	914.3719	914.2244	914.0999	914.0852	914.0867	914.0955	914.0734
1514	1550.93559999994	914.8046	914.7537	914.7092	914.5313	914.3612	914.2129	914.0856	914.0866	914.075	914.043	914.0535
1515	1551.84999999994	914.8018	914.7572	914.6856	914.5411	914.301	914.1583	914.0848	914.1011	914.0952	914.0658	914.0459
1516	1552.76439999994	914.8049	914.7567	914.6948	914.5388	914.3448	914.1735	914.1083	914.0855	914.0893	914.053	914.0369
1517	1553.67879999994	914.8008	914.7551	914.6832	914.5491	914.3511	914.16	914.115	914.0948	914.0748	914.054	914.0369
1518	1554.59319999993	914.8007	914.7591	914.7019	914.5477	914.377	914.2014	914.1187	914.0817	914.0929	914.0355	914.0696
1519	1555.50759999993	914.7993	914.7562	914.6642	914.5067	914.3549	914.138	914.0996	914.0847	914.0855	914.0618	914.0307
1520	1556.42199999993	914.7929	914.7565	914.6896	914.5336	914.3266	914.1266	914.0883	914.0855	914.0732	914.0135	913.9919
1521	1557.33639999993	914.7887	914.7569	914.6839	914.5229	914.371	914.1705	914.0952	914.054	914.0583	913.9966	913.9943
1522	1558.25079999993	914.7837	914.7509	914.6882	914.5211	914.3234	914.1359	914.0839	914.0746	914.0614	913.9889	913.9804
1523	1559.16519999993	914.7899	914.7527	914.6553	914.5394	914.4542	914.1474	914.0931	914.0933	914.0823	913.9974	914.0292
1524	1560.07959999993	914.7857	914.7631	914.6843	914.5326	914.3583	914.1503	914.0962	914.0953	914.0737	914.01	914.0005
1525	1560.99399999993	914.7754	914.7648	914.6566	914.504	914.3618	914.1392	914.0942	914.0952	914.0792	914.0414	913.9781
1526	1561.90839999993	914.7755	914.7687	914.6498	914.5217	914.2993	914.1466	914.1011	914.0703	914.0703	913.9985	914.0068
1527	1562.82279999993	914.7724	914.7527	914.6249	914.4839	914.3384	914.1111	914.0585	914.0889	914.0658	914.0469	913.9803
1528	1563.73719999993	914.7691	914.7603	914.6683	914.5262	914.2764	914.1252	914.0696	914.0573	914.04	913.9859	914.0206
1529	1564.65159999993	914.7775	914.7678	914.6636	914.4923	914.3166	914.1896	914.0759	914.0621	914.0558	914.0505	913.9768
1530	1565.56599999993	914.7694	914.7607	914.6696	914.4865	914.3101	914.1685	914.0698	914.0879	914.0445	913.9924	913.9976
1531	1566.48039999993	914.7664	914.7515	914.6239	914.5192	914.312	914.1375	914.0421	914.0504	914.0291	913.9968	913.9454
1532	1567.39479999993	914.7683	914.7578	914.6621	914.515	914.2876	914.1269	914.0622	914.0507	914.0303	914.001	914.0012
1533	1568.30919999993	914.7701	914.757	914.6401	914.4847	914.3136	914.1658	914.0659	914.0546	914.0345	913.9981	914.0109
1534	1569.22359999993	914.7662	914.7488	914.6526	914.5141	914.3169	914.1149	914.0468	914.0522	914.0329	913.9987	914.0181
1535	1570.13799999993	914.7606	914.7307	914.6474	914.4958	914.3043	914.1588	914.0275	914.0621	914.0093	913.9747	913.9905
1536	1571.05239999993	914.7664	914.7418	914.6602	914.4829	914.3065	914.1671	914.0482	914.0523	914.0394	914.0074	914.0032
1537	1571.96679999993	914.7617	914.7393	914.6347	914.504	914.3612	914.1199	914.0417	914.047	914.0065	913.9812	914.0119
1538	1572.88119999993	914.7594	914.7233	914.632	914.4959	914.269	914.1726	914.0657	914.0519	914.0127	914.0041	913.9734
1539	1573.79559999993	914.7592	914.7252	914.6347	914.4758	914.2798	914.1592	914.0303	914.0497	914.0225	914.0034	913.9665
1540	1574.70999999993	914.7526	914.734	914.614	914.4612	914.3333	914.1245	914.0642	914.0374	914.001	913.9749	913.9581
1541	1575.62439999993	914.7634	914.7296	914.6288	914.4789	914.3004	914.1368	914.0538	914.0425	914.022	913.9841	913.9913
1542	1576.53879999993	914.7635	914.7103	914.6208	914.4839	914.274	914.144	914.0299	914.0316	913.9897	913.9658	913.9526
1543	1577.45319999993	914.7505	914.7131	914.6028	914.4998	914.2895	914.1251	914.0271	914.0327	913.9951	913.9248	913.9315
1544	1578.36759999993	914.7535	914.7279	914.6169	914.4488	914.2644	914.1206	914.0336	914.0278	914.0063	913.9194	913.9398
1545	1579.28199999993	914.7474	914.7153	914.5709	914.4775	914.2488	914.1553	914.0355	914.0281	913.9829	913.9441	913.903
1546	1580.19639999993	914.7477	914.7023	914.6177	914.4343	914.2903	914.1171	914.051	914.0253	913.9888	913.949	913.9209
1547	1581.11079999993	914.7519	914.7109	914.6137	914.4888	914.3445	914.1318	914.0704	914.0483	914.0135	913.9698	913.9404
1548	1582.02519999993	914.7552	914.7022	914.6494	914.4857	914.3135	914.1467	914.0613	914.0474	914.0007	913.92	913.9387
1549	1582.93959999993	914.7499	914.7087	914.6458	914.5052	914.3383	914.1953	914.0854	914.0565	914.0026	913.9585	913.9355
1550	1583.85399999993	914.7491	914.6969	914.6347	914.4809	914.3572	914.1653	914.0831	914.0356	913.9852	913.937	913.9174
1551	1584.76839999993	914.7517	914.6838	914.6243	914.4956	914.3303	914.1495	914.0735	914.0335	913.9724	913.9501	913.9473
1552	1585.68279999993	914.7545	914.702	914.6071	914.5203	914.3071	914.1755	914.0598	914.0201	913.9812	913.9234	913.9724
1553	1586.59719999993	914.7545	914.7127	914.6305	914.5006	914.3768	914.2	914.0709	914.0483	913.9698	913.973	913.9598
1554	1587.51159999993	914.7518	914.6972	914.6404	914.4893	914.3469	914.14	914.0292	914.0283	914.0039	913.9345	913.9546
1555	1588.42599999993	914.7528	914.7321	914.6285	914.5145	914.304	914.1953	914.058	914.0466	914.0032	913.9805	913.9688
1556	1589.34039999993	914.7604	914.7526	914.658	914.5011	914.3441	914.2078	914.0525	914.0465	913.9903	913.9703	913.9693
1557	1590.25479999993	914.7589	914.7543	914.6332	914.5117	914.374	914.2156	914.0869	914.0593	914.0253	913.9993	913.9904
1558	1591.16919999993	914.7562	914.7492	914.6445	914.5173	914.3803	914.171	914.0778	914.0686	914.0059	914.0031	913.9644
1559	1592.08359999993	914.7549	914.7427	914.6478	914.5266	914.3861	914.2115	914.0676	914.0341	914.0078	913.9489	913.9363
1560	1592.99799999993	914.7585	914.7414	914.643	914.528	914.3544	914.1534	914.0631	914.0543	913.9948	913.9581	913.9554
1561	1593.91239999993	914.7603	914.7542	914.6625	914.5031	914.354	914.1588	914.0662	914.0576	913.999	913.9274	913.9474
1562	1594.82679999993	914.7573	914.7477	914.6453	914.5119	914.3387	914.1586	914.0497	914.0365	913.9914	913.9893	913.9498
1563	1595.74119999993	914.7639	914.7379	914.6514	914.5209	914.3775	914.1738	914.0631	914.0359	913.9966	913.9626	913.9647
1564	1596.65559999993	914.7657	914.7365	914.6447	914.5191	914.3373	914.1666	914.0463	914.0358	914.0331	913.9924	913.9686
1565	1597.56999999993	914.764	914.7568	914.6308	914.5271	914.319	914.173	914.0565	914.0611	914.0064	913.9738	913.9633
1566	1598.48439999993	914.7714	914.7426	914.6143	914.4924	914.3318	914.2015	914.0779	914.072	913.9977	913.9989	913.9517
1567	1599.39879999993	914.7733	914.7383	914.66	914.4918	914.3238	914.2217	914.0569	914.0478	914.0104	913.9503	913.9712
1568	1600.31319999993	914.765	914.7115	914.6573	914.4818	914.2451	914.123	914.0344	914.0094	913.9835	913.9598	913.9534
1569	1601.22759999993	914.7565	914.7047	914.6077	914.4514	914.2889	914.1634	914.0073	914.0047	913.9863	913.9552	913.926
1570	1602.14199999993	914.7527	914.705	914.5728	914.4279	914.2883	914.1469	913.9976	913.9821	913.9437	913.9351	913.8997
1571	1603.05639999993	914.7586	914.7097	914.6118	914.4658	914.3152	914.131	914.0377	913.9785	913.9722	913.9599	913.9652
1572	1603.97079999993	914.7786	914.7369	914.6281	914.4836	914.3029	914.17	914.0542	914.0296	914.0047	913.9906	914.0007
1573	1604.88519999993	914.7801	914.7397	914.6019	914.4393	914.3518	914.2153	914.0978	914.0511	914.0178	914.012	913.9854
1574	1605.79959999993	914.7772	914.7367	914.6324	914.4719	914.3329	914.1827	914.0956	914.0197	913.9933	914.0115	914.0143
1575	1606.71399999993	914.7735	914.7221	914.5594	914.4704	914.3102	914.1508	914.0461	914.0176	913.979	913.9847	913.9647
1576	1607.62839999993	914.7667	914.7156	914.5739	914.4827	914.2532	914.138	914.0435	914.0052	913.9778	913.9514	913.952
1577	1608.54279999993	914.7798	914.7272	914.5847	914.4731	914.3159	914.1481	914.0924	914.039	913.9956	913.9865	914.0065
1578	1609.45719999993	914.7828	914.7418	914.614	914.5006	914.3203	914.1561	914.0884	914.0789	914.0169	914.0099	913.9991
1579	1610.37159999993	914.7821	914.737	914.5919	914.5182	914.3055	914.1243	914.087	914.0462	914.0131	913.9623	913.9896
1580	1611.28599999993	914.7723	914.7273	914.6552	914.4949	914.2706	914.1393	914.04	914.0152	914.0049	913.973	913.9693
1581	1612.20039999993	914.7703	914.7257	914.6105	914.4557	914.3182	914.1091	914.0648	914.0184	913.9747	913.9578	913.9401
1582	1613.11479999993	914.7759	914.7375	914.617	914.4539	914.3066	914.149	914.059	914.0453	914.0157	913.9857	913.9668
1583	1614.02919999993	914.7741	914.7247	914.6409	914.5093	914.3426	914.1664	914.0735	914.0453	914.0159	914.0206	913.9933
1584	1614.94359999993	914.7814	914.7379	914.6368	914.473	914.2753	914.1366	914.0748	914.0651	914.0638	914.0156	913.9837
1585	1615.85799999993	914.7776	914.7278	914.6417	914.5028	914.3113	914.1451	914.0594	914.0509	914.0597	914.041	913.997
1586	1616.77239999993	914.7736	914.7349	914.6268	914.4741	914.2819	914.1227	914.0472	914.0471	914.0603	914.0239	914.0017
1587	1617.68679999993	914.7763	914.7277	914.6238	914.4559	914.2894	914.1285	914.06	914.0631	914.0559	914.0076	914.0278
1588	1618.60119999993	914.7686	914.713	914.5964	914.4578	914.2898	914.1075	914.059	914.0314	914.0387	914.0219	913.9664
1589	1619.51559999993	914.7641	914.7134	914.591	914.4989	914.3472	914.1253	914.0209	914.0396	914.0573	914.0178	913.9672
1590	1620.42999999993	914.7647	914.7096	914.5954	914.5383	914.3089	914.1231	914.0724	914.0443	914.0527	914.0391	914.0084
1591	1621.34439999993	914.7592	914.706	914.5997	914.48	914.3326	914.1234	914.0409	914.0387	914.0391	914.027	914.0098
1592	1622.25879999993	914.7483	914.6989	914.5994	914.4106	914.3215	914.178	914.049	914.0233	914.035	914.0033	913.9994
1593	1623.17319999993	914.7518	914.6917	914.5986	914.4621	914.3033	914.1751	914.056	914.0331	914.0287	914.0284	913.9804
1594	1624.08759999993	914.7524	914.704	914.6249	914.4561	914.2874	914.0965	914.065	914.0564	914.0662	914.0135	914.0392
1595	1625.00199999993	914.7517	914.7137	914.5978	914.4448	914.3076	914.1212	914.0803	914.0703	914.058	914.0089	914.0281
1596	1625.91639999993	914.7522	914.7177	914.5939	914.4855	914.2928	914.1307	914.0728	914.1032	914.0573	914.0242	914.0209
1597	1626.83079999993	914.7535	914.6953	914.6019	914.4422	914.2823	914.1464	914.0876	914.095	914.0554	914.0381	913.9839
1598	1627.74519999993	914.7465	914.678	914.5472	914.4059	914.2864	914.1154	914.087	914.0648	914.0259	914.0321	913.9869
1599	1628.65959999993	914.7443	914.6593	914.5544	914.396	914.2734	914.1487	914.0497	914.0821	914.0536	914.0214	914.0046
1600	1629.57399999993	914.7431	914.6553	914.5447	914.4008	914.1948	914.0651	914.0592	914.0509	914.0234	914.0022	914.0248
1601	1630.48839999993	914.7455	914.674	914.568	914.4066	914.2249	914.1097	914.062	914.0183	914.0182	914.0794	914.0337
1602	1631.40279999993	914.7483	914.6808	914.5574	914.4361	914.2435	914.1198	914.0576	914.0453	914.054	914.0377	914.0214
1603	1632.31719999993	914.7499	914.679	914.5768	914.3933	914.2292	914.1021	914.0662	914.0419	914.0699	914.0601	914.0524
1604	1633.23159999993	914.7442	914.682	914.5983	914.4338	914.2609	914.1373	914.0547	914.0545	914.0621	914.0527	914.0632
1605	1634.14599999993	914.7457	914.684	914.5989	914.4359	914.2402	914.1115	914.0513	914.062	914.0795	914.0765	914.0635
1606	1635.06039999992	914.7408	914.6745	914.5708	914.4412	914.1855	914.097	914.0518	914.0606	914.0678	914.022	914.0311
1607	1635.97479999992	914.7334	914.6732	914.5541	914.429	914.2642	914.0503	914.0436	914.0674	914.0667	914.0487	913.9988
1608	1636.88919999992	914.7252	914.6663	914.5382	914.3904	914.2159	914.1002	914.0459	914.0735	914.0452	914.0181	913.989
1609	1637.80359999992	914.7297	914.6531	914.558	914.3988	914.2114	914.0604	914.043	914.0514	914.0309	914.0217	914.022
1610	1638.71799999992	914.7253	914.6624	914.5419	914.3744	914.2413	914.0479	914.0263	914.0168	914.0284	914.0133	914.0288
1611	1639.63239999992	914.7377	914.6617	914.5197	914.4128	914.2869	914.1287	914.0522	914.0548	914.0704	914.0609	914.0377
1612	1640.54679999992	914.7423	914.6699	914.5275	914.4038	914.24	914.085	914.0731	914.054	914.0666	914.0737	914.0414
1613	1641.46119999992	914.7385	914.6602	914.5285	914.3848	914.2156	914.1053	914.0594	914.0572	914.0928	914.0546	913.9903
1614	1642.37559999992	914.7404	914.6594	914.5267	914.4374	914.2657	914.1008	914.076	914.0956	914.0693	914.0519	914.0328
