Num	Loc	Z 3.5	Z 4.4144	Z 5.3288	Z 6.2432	Z 7.1576	Z 8.072	Z 8.9864	Z 9.9008	Z 10.8152	Z 11.7296	Z 12.644
8191	7656.3843999988	964.0807	964.0588	963.8748	963.8202	963.7406	963.7577	963.8254	963.8532	963.9247	964.0375	964.1793
8192	7657.2987999988	964.0795	964.0592	963.9006	963.8174	963.7194	963.7792	963.8035	963.8243	963.9213	964.0732	964.2445
8193	7658.2131999988	964.097	964.0663	963.9426	963.8205	963.7607	963.7488	963.7997	963.8453	963.9189	964.0045	964.219
8194	7659.1275999988	964.1035	964.1053	963.9359	963.8208	963.7345	963.7879	963.8215	963.8876	963.9481	964.0362	964.1883
8195	7660.0419999988	964.1218	964.0947	963.949	963.8721	963.7946	963.7798	963.868	963.8912	963.9997	964.0999	964.3062
8196	7660.9563999988	964.1312	964.0828	963.9733	963.8744	963.8005	963.7737	963.8901	963.9521	964.0009	964.0781	964.2513
8197	7661.8707999988	964.1267	964.1167	964.0027	963.8597	963.8276	963.8434	963.8867	963.9667	964.0038	964.0483	964.2418
8198	7662.7851999988	964.1357	964.1133	963.93	963.8698	963.8304	963.8497	963.9163	963.9463	963.9993	964.0663	964.2656
8199	7663.6995999988	964.1637	964.1012	964.02	963.9081	963.8771	963.8828	963.9346	963.9946	964.0466	964.1046	964.342
8200	7664.6139999988	964.1714	964.1557	964.0002	963.9108	963.8994	963.8912	963.9237	963.973	964.0861	964.153	964.2918
8201	7665.5283999988	964.1826	964.1365	964.0571	963.9341	963.9001	963.8963	963.9139	963.9804	964.0697	964.1525	964.3779
8202	7666.4427999988	964.1838	964.1432	964.0253	963.9084	963.8917	963.9025	963.9135	963.9803	964.0897	964.2733	964.4352
8203	7667.3571999988	964.1949	964.1614	964.0093	963.9399	963.8917	963.9069	963.9211	964.0016	964.1516	964.2208	964.3559
8204	7668.2715999988	964.2094	964.165	963.9965	963.9516	963.9119	963.9251	963.9366	964.0228	964.1622	964.2708	964.4302
8205	7669.1859999988	964.2225	964.1357	964.0082	963.9642	963.9418	963.9237	963.9558	964.0504	964.1897	964.326	964.5977
8206	7670.1003999988	964.2425	964.1967	964.0261	963.9883	963.9668	963.9578	964.0003	964.0842	964.2377	964.3747	964.8685
8207	7671.0147999988	964.2488	964.1938	964.0763	963.9745	963.9412	963.9604	963.9912	964.0839	964.311	964.3278	964.6658
8208	7671.9291999988	964.2615	964.212	964.0833	964.0236	963.9706	963.9585	964.0159	964.0977	964.1733	964.3115	964.6927
8209	7672.8435999988	964.2709	964.236	964.1018	964.0114	963.9828	963.9524	964.01	964.0789	964.1203	964.2234	964.533
8210	7673.7579999988	964.2808	964.2006	964.1172	964.0132	963.9578	963.9435	963.9905	964.0535	964.1285	964.2393	964.4225
8211	7674.6723999988	964.2839	964.2523	964.0741	964.0266	963.9637	963.9523	963.9998	964.0829	964.1658	964.4517	964.5987
8212	7675.5867999988	964.2999	964.2725	964.1141	964.0242	963.9827	963.9838	964.0423	964.0811	964.1567	964.6641	964.4738
8213	7676.5011999988	964.3135	964.2736	964.1449	964.0522	963.9887	963.9454	964.0251	964.0743	964.1671	964.345	964.5222
8214	7677.4155999988	964.3466	964.2864	964.1363	964.0721	964.0087	964.0158	964.0698	964.1463	964.2586	964.3372	965.1049
8215	7678.3299999988	964.3697	964.3361	964.1865	964.0941	964.0441	964.0552	964.1218	964.1432	964.2886	964.5246	964.5416
8216	7679.2443999988	964.3881	964.3174	964.1912	964.0634	964.048	964.0674	964.1075	964.1675	964.3459	964.503	964.723
8217	7680.1587999988	964.3992	964.3831	964.1912	964.0872	964.0861	964.0704	964.11	964.1345	964.3101	964.5682	964.5389
8218	7681.07319999879	964.4153	964.3599	964.1812	964.0882	964.0519	964.0707	964.0977	964.1414	964.2983	964.3671	964.5296
8219	7681.98759999879	964.4352	964.3749	964.205	964.1705	964.0827	964.105	964.1561	964.1731	964.3547	964.4177	964.6727
8220	7682.90199999879	964.4572	964.4286	964.2512	964.1627	964.1191	964.1426	964.1735	964.2061	964.3356	964.4127	964.8159
8221	7683.81639999879	964.467	964.4117	964.2735	964.1989	964.0909	964.1186	964.1667	964.2231	964.3378	964.5407	964.6619
8222	7684.73079999879	964.4687	964.41	964.2595	964.1942	964.0967	964.123	964.1388	964.1976	964.3013	964.3707	964.5431
8223	7685.64519999879	964.476	964.427	964.2744	964.1332	964.0954	964.1093	964.1317	964.2108	964.3004	964.391	964.5426
8224	7686.55959999879	964.4908	964.4401	964.2871	964.1901	964.1096	964.1298	964.1436	964.2192	964.3406	964.4128	964.7537
8225	7687.47399999879	964.5122	964.4683	964.288	964.2109	964.1331	964.1485	964.1961	964.279	964.3574	964.4209	964.679
8226	7688.38839999879	964.5201	964.4731	964.3137	964.2024	964.1431	964.1703	964.1953	964.273	964.3672	964.4502	964.6489
8227	7689.30279999879	964.5193	964.4584	964.3115	964.2366	964.1404	964.1614	964.1877	964.2698	964.3431	964.4299	964.7051
8228	7690.21719999879	964.5301	964.4979	964.3293	964.1848	964.1439	964.1549	964.1656	964.2658	964.3462	964.4411	964.6329
8229	7691.13159999879	964.5403	964.4617	964.3242	964.1989	964.1552	964.1618	964.1754	964.2756	964.3568	964.5182	964.8352
8230	7692.04599999879	964.5536	964.4922	964.3502	964.2661	964.2361	964.2541	964.2476	964.3309	964.3912	964.5753	965.5094
8231	7692.96039999879	964.5616	964.4996	964.3278	964.2665	964.2213	964.2233	964.2516	964.3026	964.3856	964.5051	964.8348
8232	7693.87479999879	964.577	964.5196	964.3574	964.2623	964.218	964.2343	964.2662	964.3572	964.4491	964.5549	964.6506
8233	7694.78919999879	964.5951	964.5551	964.3917	964.3201	964.2767	964.2772	964.3082	964.3699	964.4595	964.5746	964.7095
8234	7695.70359999879	964.5892	964.5059	964.3937	964.3113	964.2739	964.2772	964.2941	964.3486	964.4408	964.4957	964.7531
8235	7696.61799999879	964.6021	964.5601	964.4234	964.3177	964.2433	964.2585	964.3031	964.3414	964.4363	964.537	964.7482
8236	7697.53239999879	964.602	964.5674	964.394	964.3129	964.248	964.2453	964.3052	964.3628	964.4619	964.5729	964.7468
8237	7698.44679999879	964.6148	964.5603	964.4598	964.3775	964.3059	964.2955	964.3176	964.3693	964.4529	964.6604	964.7975
8238	7699.36119999879	964.637	964.5958	964.4432	964.3817	964.3086	964.3063	964.3388	964.4089	964.5179	964.6163	964.8331
8239	7700.27559999879	964.6434	964.5887	964.4564	964.3419	964.3113	964.3366	964.3575	964.4185	964.5143	964.6633	964.8688
8240	7701.18999999879	964.6525	964.5888	964.5039	964.3596	964.3156	964.3611	964.3593	964.3995	964.4765	964.5961	964.7952
8241	7702.10439999879	964.6588	964.6073	964.4935	964.3676	964.3186	964.3209	964.376	964.4083	964.5109	964.6468	964.8132
8242	7703.01879999879	964.6656	964.5938	964.4857	964.3951	964.349	964.3772	964.4003	964.432	964.4893	964.7089	965.4941
8243	7703.93319999879	964.6928	964.6099	964.4958	964.3959	964.3858	964.3648	964.3971	964.4781	964.5862	964.7541	964.9649
8244	7704.84759999879	964.711	964.6349	964.5351	964.4055	964.3815	964.394	964.4517	964.524	964.5957	964.8941	965.1502
8245	7705.76199999879	964.7133	964.6516	964.4794	964.4334	964.3683	964.3851	964.4317	964.495	964.5275	964.659	965.1196
8246	7706.67639999879	964.7255	964.633	964.4769	964.4109	964.3695	964.3974	964.4426	964.4822	964.5355	964.6865	965.0942
8247	7707.59079999878	964.7265	964.6492	964.5223	964.444	964.3887	964.4098	964.4675	964.5073	964.5745	964.7028	965.0641
8248	7708.50519999878	964.7529	964.6324	964.549	964.452	964.3964	964.4028	964.4557	964.5091	964.5522	964.6954	964.8996
8249	7709.41959999878	964.757	964.657	964.5344	964.4095	964.4139	964.4385	964.4888	964.527	964.5571	964.7214	964.9229
8250	7710.33399999878	964.7767	964.6821	964.5482	964.4624	964.4371	964.4697	964.5321	964.5424	964.6133	964.7029	965.0273
8251	7711.24839999878	964.7828	964.6392	964.5377	964.4709	964.4489	964.4668	964.5223	964.5491	964.6118	964.7233	964.9745
8252	7712.16279999878	964.7994	964.6439	964.5438	964.5176	964.4611	964.4805	964.5095	964.5792	964.672	964.8217	965.1942
8253	7713.07719999878	964.806	964.6656	964.578	964.5138	964.4706	964.4953	964.5396	964.616	964.6987	964.779	965.015
8254	7713.99159999878	964.8033	964.7009	964.5432	964.5081	964.4645	964.5175	964.5569	964.6207	964.6932	965.6271	964.9955
8255	7714.90599999878	964.7948	964.7526	964.5814	964.4988	964.4569	964.4816	964.5411	964.5951	964.6685	964.7914	964.9578
8256	7715.82039999878	964.808	964.7468	964.6427	964.5211	964.4889	964.4927	964.5354	964.6278	964.6428	964.7496	964.9547
8257	7716.73479999878	964.8088	964.7545	964.5757	964.5497	964.5147	964.5151	964.6033	964.6791	964.6944	964.7988	965.0017
8258	7717.64919999878	964.8412	964.787	964.6378	964.5771	964.5481	964.571	964.6193	964.7476	964.7486	964.8481	965.0487
8259	7718.56359999878	964.8558	964.8044	964.6638	964.5649	964.5557	964.5774	964.6416	964.7118	964.7505	964.816	965.2045
8260	7719.47799999878	964.8649	964.8263	964.689	964.5973	964.5979	964.5999	964.6297	964.7262	964.7445	965.5619	966.0063
8261	7720.39239999878	964.8686	964.8199	964.6896	964.6199	964.5729	964.6116	964.6458	964.7211	964.733	964.8411	965.0447
8262	7721.30679999878	964.8748	964.7878	964.6866	964.6415	964.5792	964.5999	964.6947	964.7294	964.7445	964.8576	965.0808
8263	7722.22119999878	964.8862	964.8288	964.702	964.6281	964.5936	964.6329	964.6869	964.7595	964.7969	964.8745	965.1742
8264	7723.13559999878	964.8996	964.8033	964.7128	964.6577	964.6071	964.612	964.7281	964.7622	964.7888	964.8635	965.0562
8265	7724.04999999878	964.9095	964.8156	964.7421	964.6626	964.6546	964.6625	964.7125	964.7729	964.8123	964.9084	965.0775
8266	7724.96439999878	964.9026	964.8124	964.6945	964.6431	964.5985	964.6453	964.6805	964.7586	964.7813	964.8585	965.0909
8267	7725.87879999878	964.8986	964.8264	964.7128	964.642	964.6093	964.6137	964.6832	964.7471	964.7842	964.8519	965.0548
8268	7726.79319999878	964.9114	964.8366	964.7405	964.6382	964.6436	964.6202	964.7444	964.7634	964.828	964.8696	965.7331
8269	7727.70759999878	964.9129	964.8405	964.7502	964.6758	964.6308	964.6211	964.6902	964.7365	964.7915	964.9033	965.1206
8270	7728.62199999878	964.9289	964.8769	964.7336	964.6861	964.6657	964.6664	964.7278	964.7492	964.8392	964.8849	965.1021
8271	7729.53639999878	964.937	964.8596	964.7726	964.6821	964.6229	964.6818	964.7592	964.7753	964.8334	964.8857	965.0673
8272	7730.45079999878	964.9578	964.8708	964.7592	964.6879	964.6799	964.7039	964.7927	964.8261	964.8477	964.9075	965.1126
8273	7731.36519999878	964.9713	964.9058	964.7714	964.6985	964.6998	964.7378	964.7864	964.8615	964.8667	964.9404	965.1513
8274	7732.27959999878	964.9892	964.9071	964.7844	964.7411	964.6952	964.7191	964.8326	964.8902	964.8994	964.9655	965.1451
8275	7733.19399999878	964.9969	964.9482	964.8089	964.7484	964.7192	964.7448	964.8289	964.902	964.8935	964.9917	965.1599
8276	7734.10839999878	965.0014	964.9275	964.8007	964.7377	964.7289	964.7549	964.8159	964.8564	964.9202	964.9909	965.1594
8277	7735.02279999877	964.9953	964.8889	964.8048	964.7469	964.7122	964.7225	964.7939	964.8798	964.9175	964.9786	965.1059
8278	7735.93719999877	965.0006	964.9227	964.8151	964.7113	964.7166	964.73	964.7904	964.8669	964.905	964.9819	965.1325
8279	7736.85159999877	965.0071	964.9393	964.8204	964.7374	964.7127	964.7647	964.8369	964.8664	964.922	965.0096	965.1751
8280	7737.76599999877	965.0175	964.9421	964.796	964.7304	964.7388	964.7432	964.8141	964.8691	964.9097	964.9458	965.2205
8281	7738.68039999877	965.0369	964.9559	964.8505	964.7435	964.7395	964.7464	964.8013	964.8582	964.9688	965.0724	965.2112
8282	7739.59479999877	965.0359	964.9822	964.8298	964.7754	964.7484	964.7838	964.8256	964.9052	964.9733	965.1342	965.2694
8283	7740.50919999877	965.0513	964.9701	964.8267	964.7913	964.7509	964.7654	964.8293	964.8876	965.0206	965.1427	965.3522
8284	7741.42359999877	965.0719	965.0139	964.833	964.7982	964.7685	964.8032	964.824	964.9503	965.0328	965.1185	965.3655
8285	7742.33799999877	965.082	965.0095	964.8661	964.8171	964.7766	964.8008	964.8625	964.9507	965.0648	965.3015	965.4199
8286	7743.25239999877	965.0845	965.0471	964.9231	964.8102	964.785	964.8033	964.8889	964.9749	965.0652	965.2376	965.3069
8287	7744.16679999877	965.0897	965.0226	964.8986	964.8208	964.7944	964.8414	964.881	964.9368	965.0654	965.1514	965.2828
8288	7745.08119999877	965.1039	965.0446	964.9006	964.844	964.8193	964.8448	964.9099	964.9811	965.0735	965.2017	965.3948
8289	7745.99559999877	965.1271	965.051	964.9152	964.8461	964.8359	964.8555	964.9376	965.0381	965.1483	965.1319	965.4373
8290	7746.90999999877	965.1239	965.0563	964.9305	964.8637	964.8413	964.8832	964.9336	965.0502	965.2191	965.2777	965.3802
8291	7747.82439999877	965.1365	965.0651	964.9438	964.8586	964.8415	964.8958	964.9161	965.0405	965.1646	965.1708	965.2764
8292	7748.73879999877	965.133	965.0908	964.9377	964.8678	964.8531	964.8876	964.9124	965.0447	965.1575	965.1166	965.2914
8293	7749.65319999877	965.1486	965.1071	964.9601	964.8809	964.8535	964.8953	964.9382	965.0365	965.0663	965.1641	965.2873
8294	7750.56759999877	965.1566	965.1016	964.944	964.8876	964.8569	964.9279	964.9768	965.0514	965.2053	965.2903	965.2311
8295	7751.48199999877	965.1677	965.0953	964.9534	964.8727	964.8737	964.9067	964.9504	965.0397	965.1951	965.169	965.3152
8296	7752.39639999877	965.1724	965.1175	964.9882	964.9116	964.8801	964.9358	964.9726	965.0712	965.0936	965.122	965.3777
8297	7753.31079999877	965.1759	965.1244	964.9929	964.9017	964.9143	964.9301	964.9819	965.0797	965.1017	965.134	965.3113
8298	7754.22519999877	965.1944	965.1073	964.9774	964.9122	964.9305	964.9492	965.0257	965.0596	965.2474	965.1659	965.4235
8299	7755.13959999877	965.1763	965.1327	965.0298	964.9604	964.9391	964.9641	965.0086	965.0682	965.2376	965.2026	965.3441
8300	7756.05399999877	965.2082	965.1398	965.0359	964.9415	964.9203	964.9494	964.9984	965.0883	965.2563	965.1459	965.372
8301	7756.96839999877	965.2278	965.1544	965.0245	964.9489	964.9671	964.9927	965.0352	965.1061	965.3196	965.5701	965.5346
8302	7757.88279999877	965.2247	965.1326	965.0465	964.9396	964.9695	964.9724	965.0319	965.1219	965.3091	965.4908	965.559
8303	7758.79719999877	965.2572	965.1613	965.045	964.9874	964.9787	965.0197	965.0734	965.1514	965.3179	965.3934	966.1052
8304	7759.71159999877	965.2718	965.177	965.0577	965.011	965.0009	965.043	965.1091	965.1932	965.4802	965.6104	965.7228
8305	7760.62599999877	965.2833	965.1919	965.0522	965.0163	965.0052	965.0399	965.0742	965.1549	965.397	965.704	965.6743
8306	7761.54039999876	965.3022	965.189	965.0566	965.0238	965.0236	965.0562	965.1071	965.1559	965.2221	965.4321	965.5877
8307	7762.45479999876	965.299	965.1943	965.072	965.0222	965.0256	965.059	965.1077	965.1266	965.225	965.2646	965.465
8308	7763.36919999876	965.3121	965.2607	965.1147	965.0392	965.0436	965.077	965.14	965.1596	965.2152	965.3314	965.5613
8309	7764.28359999876	965.2899	965.2502	965.1149	965.0289	965.0393	965.0945	965.0983	965.1737	965.2213	965.2981	965.5298
8310	7765.19799999876	965.327	965.2312	965.0961	965.0627	965.0698	965.0942	965.1149	965.2259	965.2977	965.36	965.4439
8311	7766.11239999876	965.3315	965.2649	965.1049	965.037	965.05	965.1064	965.1082	965.2487	965.41	965.3986	965.604
8312	7767.02679999876	965.345	965.2826	965.1374	965.0809	965.0693	965.1116	965.118	965.2439	965.406	965.5964	965.6737
8313	7767.94119999876	965.3549	965.2883	965.1371	965.1118	965.0812	965.1196	965.1359	965.2245	965.2931	966.5806	965.7325
8314	7768.85559999876	965.3727	965.2988	965.1576	965.1052	965.0679	965.1166	965.1378	965.2342	965.2656	965.3695	966.781
8315	7769.76999999876	965.3669	965.3029	965.1308	965.1068	965.0659	965.1111	965.1617	965.1925	965.2512	965.3719	965.492
8316	7770.68439999876	965.3837	965.3323	965.1735	965.1182	965.0875	965.1148	965.1674	965.2672	965.3527	965.4379	965.5558
8317	7771.59879999876	965.3978	965.342	965.2106	965.15	965.1431	965.1965	965.2437	965.312	965.3763	965.5038	965.5684
8318	7772.51319999876	965.4075	965.345	965.2114	965.1549	965.1221	965.1747	965.2659	965.32	965.3331	965.3875	965.5344
8319	7773.42759999876	965.4221	965.369	965.2295	965.1765	965.1522	965.2041	965.276	965.3303	965.3585	965.3846	965.5685
8320	7774.34199999876	965.431	965.3718	965.2088	965.1502	965.1641	965.1841	965.2512	965.2775	965.3511	965.401	965.5638
8321	7775.25639999876	965.4406	965.3749	965.1995	965.1212	965.1403	965.1926	965.2544	965.2694	965.3363	965.4119	965.5467
8322	7776.17079999876	965.4504	965.3746	965.2209	965.1682	965.1696	965.2103	965.2618	965.2974	965.3171	965.4219	965.5988
8323	7777.08519999876	965.4589	965.3774	965.2079	965.1716	965.1552	965.2148	965.2512	965.2749	965.321	965.3978	965.597
8324	7777.99959999876	965.4692	965.397	965.2241	965.1935	965.1803	965.2248	965.2645	965.276	965.2993	965.5822	965.7398
8325	7778.91399999876	965.4778	965.3895	965.2246	965.1875	965.1854	965.205	965.2664	965.2834	965.3113	965.4219	965.6088
8326	7779.82839999876	965.4818	965.3737	965.2568	965.1758	965.1714	965.2339	965.2759	965.2755	965.3022	965.3905	965.6535
8327	7780.74279999876	965.4902	965.3998	965.2731	965.1921	965.1989	965.2348	965.2835	965.2943	965.3226	965.4447	965.6516
8328	7781.65719999876	965.5059	965.4506	965.2551	965.226	965.2209	965.2616	965.2791	965.3082	965.3398	965.5374	965.7709
8329	7782.57159999876	965.4979	965.3928	965.2977	965.2213	965.2357	965.2695	965.2931	965.3049	965.3521	965.4795	965.7075
8330	7783.48599999876	965.5287	965.4474	965.3122	965.2232	965.2407	965.2855	965.3073	965.3237	965.3672	965.4948	965.7488
8331	7784.40039999876	965.5376	965.4582	965.3262	965.2719	965.2273	965.2966	965.3209	965.3359	965.3829	965.506	965.7712
8332	7785.31479999876	965.5457	965.4977	965.3257	965.2827	965.2787	965.3193	965.3295	965.3627	965.4059	965.5947	965.8521
8333	7786.22919999876	965.569	965.4487	965.3684	965.3065	965.2981	965.3325	965.339	965.3795	965.4378	965.6193	965.8001
8334	7787.14359999876	965.5741	965.4819	965.3651	965.2968	965.2711	965.3285	965.382	965.3827	965.4266	965.5896	965.8288
8335	7788.05799999875	965.5852	965.4865	965.3715	965.3127	965.2729	965.3237	965.3516	965.3918	965.4413	965.5737	965.8485
8336	7788.97239999875	965.5955	965.5136	965.3602	965.2894	965.3043	965.332	965.3499	965.4122	965.4767	965.6104	965.9104
8337	7789.88679999875	965.6113	965.4778	965.3821	965.327	965.2923	965.3558	965.3677	965.3928	965.47	965.6447	965.847
8338	7790.80119999875	965.6207	965.5137	965.4142	965.3191	965.3212	965.3411	965.3896	965.412	965.5577	965.6089	965.8433
8339	7791.71559999875	965.6115	965.5291	965.4017	965.3322	965.305	965.3274	965.3606	965.4117	965.4677	965.606	965.9056
8340	7792.62999999875	965.6066	965.5264	965.3941	965.3196	965.3032	965.3156	965.3748	965.3785	965.4698	965.5901	965.8456
8341	7793.54439999875	965.634	965.5443	965.4152	965.3301	965.3277	965.3442	965.3574	965.4105	965.497	965.6237	965.8904
8342	7794.45879999875	965.6254	965.5487	965.4011	965.3531	965.3259	965.3569	965.3859	965.4219	965.4918	965.6238	965.9144
8343	7795.37319999875	965.66	965.5729	965.434	965.3763	965.3471	965.3661	965.3995	965.4462	965.5246	965.6703	966.0342
8344	7796.28759999875	965.6771	965.5832	965.4427	965.3796	965.3809	965.4216	965.4249	965.4713	965.5529	965.6768	966.6292
8345	7797.20199999875	965.688	965.6346	965.448	965.4037	965.3824	965.4053	965.4107	965.4578	965.5141	965.6639	966.0057
8346	7798.11639999875	965.6989	965.5872	965.4965	965.3675	965.3715	965.4133	965.4274	965.4718	965.5439	965.6699	965.9491
8347	7799.03079999875	965.7029	965.6306	965.5278	965.4146	965.4316	965.4408	965.4685	965.4924	965.5659	965.7104	965.9833
8348	7799.94519999875	965.7216	965.5975	965.5157	965.4323	965.4029	965.4688	965.4716	965.5306	965.598	965.735	965.9494
8349	7800.85959999875	965.7392	965.6603	965.4825	965.451	965.4415	965.4604	965.5156	965.6218	965.9106	965.9076	966.0494
8350	7801.77399999875	965.7372	965.6545	965.5237	965.4266	965.3966	965.4528	965.5023	965.5894	965.8081	965.8805	966.0077
8351	7802.68839999875	965.7458	965.661	965.4846	965.439	965.4175	965.4534	965.5326	965.6237	965.8535	965.8832	965.9911
8352	7803.60279999875	965.7584	965.6505	965.5091	965.436	965.4545	965.4769	965.5057	965.6025	965.8029	965.8859	966.0754
8353	7804.51719999875	965.7731	965.6615	965.5325	965.4338	965.4562	965.4587	965.5162	965.5861	966.0229	965.9232	966.2055
8354	7805.43159999875	965.7857	965.6904	965.5756	965.439	965.4492	965.4738	965.4868	965.5751	965.7305	965.8391	966.3005
8355	7806.34599999875	965.7924	965.6818	965.5424	965.4775	965.4617	965.4534	965.5284	965.5963	965.7245	965.8427	966.0582
8356	7807.26039999875	965.8104	965.7034	965.5455	965.4829	965.4686	965.5229	965.5397	965.6609	965.6821	965.7747	966.1567
8357	7808.17479999875	965.8208	965.7146	965.5727	965.5103	965.4843	965.5418	965.6034	965.646	965.6833	965.8788	966.0884
8358	7809.08919999875	965.8336	965.7325	965.5865	965.5426	965.511	965.5593	965.5953	965.6831	965.7665	965.8382	966.1204
8359	7810.00359999875	965.8481	965.7576	965.5919	965.5477	965.5534	965.5687	965.6131	965.7476	966.0741	966.0519	966.1804
8360	7810.91799999875	965.8621	965.7358	965.6141	965.5469	965.5508	965.5766	965.5913	965.7607	965.9551	966.0357	966.1498
8361	7811.83239999875	965.8715	965.7763	965.5972	965.5748	965.5452	965.5983	965.603	965.7007	966.0009	965.9938	966.1992
8362	7812.74679999875	965.8822	965.7913	965.6351	965.5579	965.5601	965.6118	965.649	965.7495	965.9979	966.261	966.5858
8363	7813.66119999875	965.8975	965.7552	965.6539	965.6194	965.5948	965.6075	965.6747	965.7665	966.0226	968.0262	968.3021
8364	7814.57559999875	965.9099	965.7745	965.645	965.623	965.5992	965.6118	965.6822	965.7527	966.0955	966.1099	966.1793
8365	7815.48999999874	965.9319	965.8196	965.7124	965.6233	965.596	965.5701	965.6716	965.7931	965.8984	966.6946	966.3654
8366	7816.40439999874	965.9396	965.8118	965.6862	965.6168	965.594	965.6395	965.6943	965.7379	965.7898	965.9418	966.2719
8367	7817.31879999874	965.9468	965.8417	965.7182	965.6477	965.6177	965.6438	965.6533	965.7711	965.8079	965.9705	966.1971
8368	7818.23319999874	965.9547	965.8757	965.7092	965.6485	965.606	965.6625	965.7076	965.7993	965.8275	965.9822	966.2255
8369	7819.14759999874	965.9728	965.866	965.7285	965.6829	965.6517	965.662	965.6902	965.7888	965.8669	965.9367	966.2733
8370	7820.06199999874	965.9869	965.887	965.7936	965.6663	965.653	965.7006	965.7385	965.8314	965.8976	965.9678	966.2749
8371	7820.97639999874	965.9969	965.9139	965.788	965.7078	965.6625	965.6816	965.7505	965.8265	965.9534	965.9886	966.3112
8372	7821.89079999874	965.9976	965.9105	965.7747	965.6945	965.6838	965.6815	965.7411	965.8231	965.9969	966.0846	966.2269
8373	7822.80519999874	966.0125	965.9025	965.7899	965.7299	965.6843	965.7122	965.7697	965.8386	966.0105	966.0036	966.2621
8374	7823.71959999874	966.0257	965.9614	965.8323	965.7612	965.7379	965.7428	965.829	965.8835	965.9289	966.0506	967.2459
8375	7824.63399999874	966.0471	965.9407	965.8427	965.8011	965.7599	965.746	965.7941	965.9019	965.9652	966.0716	966.3127
8376	7825.54839999874	966.0563	965.933	965.8545	965.7596	965.7304	965.7622	965.7957	965.8322	965.9182	966.0351	966.343
8377	7826.46279999874	966.0463	965.946	965.8106	965.7301	965.7399	965.7167	965.7585	965.8198	965.9173	966.0344	966.3495
8378	7827.37719999874	966.0596	965.9547	965.8632	965.7578	965.7245	965.7652	965.7939	965.8475	965.9089	966.2207	966.3281
8379	7828.29159999874	966.0737	965.981	965.8597	965.8038	965.7723	965.7704	965.8185	965.8915	965.9656	966.2005	966.5572
8380	7829.20599999874	966.094	965.9933	965.8773	965.808	965.8186	965.8033	965.8683	965.9196	966.09	966.4459	966.4933
8381	7830.12039999874	966.1083	966.0198	965.8768	965.8282	965.8251	965.857	965.9052	965.9805	966.0732	966.2373	966.5048
8382	7831.03479999874	966.108	966.0308	965.9003	965.8178	965.8168	965.8368	965.8923	965.9759	966.114	967.4994	966.5682
8383	7831.94919999874	966.1131	966.0446	965.9283	965.8746	965.8452	965.845	965.9086	965.9797	966.1187	966.4189	966.7115
8384	7832.86359999874	966.1351	966.046	965.9416	965.8953	965.8546	965.8567	965.8694	966.0283	966.1589	966.3956	966.6664
8385	7833.77799999874	966.1382	966.033	965.929	965.8587	965.8521	965.847	965.8835	965.9706	966.0362	966.3251	966.6885
8386	7834.69239999874	966.1451	966.0335	965.9354	965.8636	965.8398	965.8442	965.8603	965.9736	966.0743	966.4484	966.6648
8387	7835.60679999874	966.1526	966.0707	965.9459	965.8533	965.8508	965.8533	965.8619	965.9734	966.0724	966.3588	966.8564
8388	7836.52119999874	966.1658	966.076	965.9514	965.8589	965.8458	965.8558	965.8717	965.9483	966.0745	966.3226	966.5023
8389	7837.43559999874	966.1802	966.1063	965.9595	965.8839	965.8723	965.9108	965.9346	965.9737	966.0558	966.2465	966.6992
8390	7838.34999999874	966.2023	966.1158	965.9778	965.9063	965.8976	965.9121	965.9489	966.0244	966.0544	966.2165	967.1887
8391	7839.26439999874	966.2028	966.1147	966.0193	965.9288	965.9035	965.9218	965.9427	965.9946	966.099	966.3317	966.4968
8392	7840.17879999874	966.2224	966.1576	966.0125	965.9506	965.9214	965.9698	965.9674	966.027	966.2003	966.4205	967.0969
8393	7841.09319999874	966.2292	966.1507	966.0417	965.9584	965.9432	965.9465	965.9882	966.0272	966.1386	966.3906	966.996
8394	7842.00759999873	966.2354	966.1651	966.0421	965.9613	965.9438	965.9555	965.9959	966.0472	966.1399	966.5516	966.7111
8395	7842.92199999873	966.2611	966.1744	966.0945	965.9928	965.9598	966.0068	966.0195	966.092	966.1783	966.4899	966.6879
8396	7843.83639999873	966.2791	966.2164	966.0876	966.0362	965.9947	966.0226	966.0397	966.1212	966.2354	966.4594	966.8259
8397	7844.75079999873	966.2922	966.191	966.1055	966.0107	966.0009	966.051	966.0618	966.1103	966.2463	966.4432	966.6779
8398	7845.66519999873	966.2894	966.2099	966.0949	966.0505	966.0483	966.0475	966.0829	966.1722	966.2018	966.3583	966.7664
8399	7846.57959999873	966.3019	966.2521	966.1475	966.0574	966.0349	966.0605	966.1103	966.1823	966.2481	966.3513	966.593
8400	7847.49399999873	966.3208	966.2705	966.1745	966.1216	966.0536	966.0753	966.1466	966.2159	966.2849	966.4227	966.6353
8401	7848.40839999873	966.3245	966.2802	966.1573	966.1217	966.0827	966.0935	966.1412	966.2126	966.2842	966.3995	966.6145
8402	7849.32279999873	966.3288	966.2764	966.1718	966.0994	966.0682	966.075	966.1208	966.1875	966.2762	966.3775	966.7264
8403	7850.23719999873	966.3372	966.3057	966.1965	966.103	966.079	966.0908	966.1161	966.1879	966.2635	966.4361	966.7067
